91	126	53	20	93	124	51	22	107	110	35	38
54	19	92	125	52	21	94	123	34	37	108	111
127	90	17	56	121	96	23	50	109	106	39	36
18	55	128	89	24	49	122	95	40	33	112	105
87	130	57	16	97	120	45	28	101	116	41	32
58	15	88	129	48	25	100	117	44	29	104	113
131	86	13	60	119	98	27	46	115	102	31	42
14	59	132	85	26	47	118	99	30	43	114	103
83	12	61	136	79	138	67	6	69	144	73	2
62	133	84	9	66	7	78	139	76	3	70	143
11	82	135	64	137	80	5	68	141	72	1	74
134	63	10	81	8	65	140	77	4	75	142	71
